Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,02/01/2018, 716.50 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/01/2018, 185.11 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/01/2018, 271.70 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/01/2018, 205.06 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,THE WREKIN HOUSING TRUST (INVOICES ONLY),30/01/2018, 102.46 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,THE WREKIN HOUSING TRUST (INVOICES ONLY),30/01/2018, 102.46 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,THE WREKIN HOUSING TRUST (INVOICES ONLY),30/01/2018, 102.46 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,THE WREKIN HOUSING TRUST (INVOICES ONLY),30/01/2018, 102.46 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,THE WREKIN HOUSING TRUST (INVOICES ONLY),30/01/2018, 102.46 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,31/01/2018, 930.00 
"Business, Development & Employment",Estates & Investment,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,10/01/2018," 14,012.50 "
"Business, Development & Employment",Estates & Investment,Employees,Professional Subs,ACES,05/01/2018, 155.00 
"Business, Development & Employment",Estates & Investment,Supplies & Services,Subscriptions,RICS BUSINESS SERVICES,23/01/2018," 2,080.00 "
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M WC Contingency,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,11/01/2018, 118.97 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Window Cleaning,BUSY BEE CLEANING,11/01/2018, 300.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,15/01/2018, 183.25 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,15/01/2018, 147.19 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,VEOLIA ES (UK) LTD,15/01/2018, 258.33 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ELEC ,15/01/2018, 269.69 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,Churches Fire Security Ltd,15/01/2018, 144.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,Churches Fire Security Ltd,15/01/2018, 325.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,23/01/2018, 167.51 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),23/01/2018, 668.17 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ,23/01/2018, 210.78 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M WC Contingency,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/01/2018, 246.65 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/01/2018, 601.49 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,10/01/2018, 429.70 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,10/01/2018, 299.75 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,10/01/2018, 233.75 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/01/2018," 1,265.54 "
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,17/01/2018, 157.70 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,TELFORD & WREKIN SERVICES LTD,17/01/2018, 385.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,HYDRO-TECH ENVIRONMENTAL LLP,22/01/2018, 150.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/01/2018, 115.91 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/01/2018, 141.76 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/01/2018, 162.59 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M WC Planned,JCE & SONS LTD,22/01/2018, 778.38 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ,17/01/2018, 174.26 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/01/2018, 165.80 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,04/01/2018, 158.08 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,04/01/2018, 768.87 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,Clearstone Solutions Ltd,04/01/2018, 180.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,Gazprom Energy,04/01/2018," 1,080.02 "
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,04/01/2018, 620.10 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,04/01/2018, 161.76 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,04/01/2018, 315.57 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,04/01/2018, 542.64 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,04/01/2018, 764.04 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,04/01/2018," 1,891.81 "
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,04/01/2018," 2,017.09 "
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,E.ON ,04/01/2018, 194.08 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/01/2018, 874.67 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,31/01/2018, 866.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,25/01/2018, 120.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Contract Cleaning,FCC Recycling (UK) Ltd ,30/01/2018, 720.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,BUSY BEE CLEANING,11/01/2018, 150.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,PROKILL UK LIMITED,15/01/2018, 120.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,15/01/2018, 385.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,16/01/2018, 385.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,16/01/2018, 550.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,16/01/2018, 660.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,24/01/2018, 258.60 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,24/01/2018, 392.62 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,JCE & SONS LTD,10/01/2018, 928.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,MAINSTAY PAYMENTS LTD ,05/01/2018," 3,953.40 "
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 550.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 550.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 550.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 550.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 550.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 550.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 385.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 385.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 385.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,TELFORD & WREKIN SERVICES LTD,17/01/2018, 385.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,MITIE LANDSCAPES LTD,10/01/2018, 182.59 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,SPACECARE,10/01/2018, 111.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,FCC Environment Services (UK) Ltd ,10/01/2018," 9,380.67 "
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,NOBRIDGE LTD,22/01/2018, 975.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,GO PLANT SWEEPERS T/A SHROPSHIRE ROADSWEEPERS,19/01/2018, 125.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,MITIE LANDSCAPES LTD,04/01/2018, 182.59 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,MITIE LANDSCAPES LTD,29/01/2018, 182.59 
"Business, Development & Employment",Estates & Investment,Supplies & Services,Other Expenses,FITZGERALD CONTRACTORS LTD,16/01/2018, 776.08 
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,17/01/2018, 362.19 
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,FCC Environment Services (UK) Ltd ,10/01/2018," 8,069.58 "
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,ADT FIRE & SECURITY PLC,22/01/2018, 366.49 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,EDF ENERGY CUSTOMERS PLC,15/01/2018," 13,134.84 "
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,E.ON UK PLC ,15/01/2018," 2,110.62 "
"Business, Development & Employment",Estates & Investment,Income,Season Tickets Income,BemroseBooth Paragon,29/01/2018, 509.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,Churches Fire Security Ltd,16/01/2018, 380.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,Churches Fire Security Ltd,16/01/2018, 590.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/01/2018," 4,082.82 "
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/01/2018, 242.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/01/2018, 114.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,Vortex Cleaning,04/01/2018, 735.00 
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,FCC Recycling (UK) Ltd ,30/01/2018, 103.44 
"Business, Development & Employment",Estates & Investment,Supplies & Services,Other Services,CreditCall Limited,15/01/2018, 567.36 
"Business, Development & Employment",Estates & Investment,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC,17/01/2018, 216.34 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Design Development Partnership,17/01/2018," 1,500.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Design Development Partnership,17/01/2018," 3,500.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Design Development Partnership,02/01/2018," 1,500.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,FITZGERALD CONTRACTORS LTD,16/01/2018," 11,734.03 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Legal Fees,FREETHS LLP (00679105),10/01/2018," 6,110.50 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Hinton Properties,17/01/2018," 13,055.55 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Hinton Properties,02/01/2018," 4,333.33 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Lovell Partnerships Limited,02/01/2018," 9,600.45 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,10/01/2018," 452,736.17 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,PINSENT MASONS LLP,04/01/2018," 3,780.50 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,PINSENT MASONS LLP,04/01/2018," 1,098.20 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,PINSENT MASONS LLP,04/01/2018," 1,725.90 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,PINSENT MASONS LLP,04/01/2018," 7,003.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Skylens Photography & Video Ltd,15/01/2018, 295.00 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Wright Silverwood,02/01/2018," 3,000.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Community Safety,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,19/01/2018," 3,519.46 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,BRITISH GAS BUSINESS (52464055),10/01/2018, 611.37 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,ENVIRONMENT AGENCY,25/01/2018, 274.55 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/01/2018," 2,545.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/01/2018," 1,600.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Marketing / Advertising,VPS (UK) LTD,23/01/2018," 1,410.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,VPS (UK) LTD,23/01/2018, 703.44 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Other Capital Expenditure,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,31/01/2018, 914.15 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,04/01/2018," 2,117.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Engineers Fees,GROUND INVESTIGATION & PILING LTD,23/01/2018," 1,581.20 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Engineers Fees,GROUND INVESTIGATION & PILING LTD,23/01/2018," 1,097.60 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Engineers Fees,GROUND INVESTIGATION & PILING LTD,23/01/2018," 7,436.15 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Engineers Fees,GROUND INVESTIGATION & PILING LTD,23/01/2018," 2,751.45 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Engineers Fees,GROUND INVESTIGATION & PILING LTD,23/01/2018," 1,966.98 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,24/01/2018," 1,038.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,24/01/2018," 1,038.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,JACOBS ONE LIMITED,15/01/2018," 18,750.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,LAMBERT SMITH HAMPTON GROUP LTD,23/01/2018," 4,000.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Marketing / Advertising,Purple Sprout Limited,22/01/2018," 1,095.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Engineers Fees,SIMPLY ECOLOGY,24/01/2018, 300.00 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,30/01/2018, 756.00 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,30/01/2018, 756.00 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Other Capital Expenditure,West Midlands Growth Company,15/01/2018, 250.00 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Other Capital Expenditure,West Midlands Growth Company,15/01/2018," 1,850.00 "
"Business, Development & Employment",Inward Investment & Business Support,Supplies & Services,Marketing & Publicity,Story Comms Limited,22/01/2018," 1,666.67 "
