Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,21/08/2013,581.71,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,15/08/2013,513.46,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Equipment - Repair,PRISM MEDICAL WESTHOLME DIVISION,14/08/2013,135.6,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Equipment - Repair,PRISM MEDICAL WESTHOLME DIVISION,14/08/2013,115,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,15/08/2013,280,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Adaptations,TRAVIS PERKINS TRADING CO LIMITED,15/08/2013,354,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,AA Moving Solutions,30/08/2013,1098.6,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,MANGAR INTERNATIONAL LTD,29/08/2013,1237.5,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,MANGAR INTERNATIONAL LTD,29/08/2013,425,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,BERWICK CARE EQUIPMENT LTD,07/08/2013,1052,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Equipment - Repair,PRISM MEDICAL WESTHOLME DIVISION,06/08/2013,195.3,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Equipment - Repair,HANDICARE ACCESSIBILITY LIMITED,06/08/2013,7243.75,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Equipment - Repair,HANDICARE ACCESSIBILITY LIMITED,06/08/2013,792.5,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Adaptations,TRAVIS PERKINS TRADING CO LIMITED,06/08/2013,125.09,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,05/08/2013,481.96,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,05/08/2013,157.5,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,05/08/2013,100.28,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,PATTERSON MEDICAL LTD,05/08/2013,229,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,MOUNTWAY LTD,05/08/2013,312,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,05/08/2013,438.38,
Adult Care & Support,Access & Enablement,HOAP,Supplies & Services,Equipment - Repair,TOTAL HYGIENE LIMITED,07/08/2013,195,
Adult Care & Support,Access & Enablement,HOAW,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,07/08/2013,552.09,
Adult Care & Support,Access & Enablement,HOAW,Third Party Payments,Nursing Expenditure,AE PROPERTY MAINTENANCE,07/08/2013,2375,
Adult Care & Support,Access & Enablement,HOBB,Supplies & Services,Equipment - Purchase,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),30/08/2013,219.13,
Adult Care & Support,Access & Enablement,HOCL,Supplies & Services,Mobile Phones,ORANGE PCS LTD,28/08/2013,135,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,16/08/2013,480,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,28/08/2013,5356.05,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,28/08/2013,1507.53,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,28/08/2013,359.94,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Other Services,RGT TRAINING & CONSULTANCY,28/08/2013,1330,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,LEAVING CARE COMPANY,28/08/2013,2738.57,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,LEAVING CARE COMPANY,28/08/2013,1849.29,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,28/08/2013,931.24,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,28/08/2013,3310.8,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,ABC CARE LTD,28/08/2013,3352.51,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,28/08/2013,1992.86,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,28/08/2013,2325,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,30/08/2013,1992.99,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,29/08/2013,-401.35,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,14/08/2013,227.2,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,14/08/2013,12428.53,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,14/08/2013,262.6,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,30/08/2013,256.72,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,27/08/2013,210.01,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,STAY TELFORD XC SUPPORTED HOUSE,02/08/2013,1097.88,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,STAY TELFORD XC SUPPORTED HOUSE,01/08/2013,731.92,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,STAY TELFORD XC SUPPORTED HOUSE,01/08/2013,481.6,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,01/08/2013,1839.54,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,01/08/2013,282.82,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,NEXT STEP CARE MANAGEMENT LTD,28/08/2013,227.2,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,THEO LANGSTON,28/08/2013,251.72,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,NEXT STEP CARE MANAGEMENT LTD,28/08/2013,227.2,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,NEXT STEP CARE MANAGEMENT LTD,27/08/2013,227.2,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,NEXT STEP CARE MANAGEMENT LTD,02/08/2013,284,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,LEAVING CARE COMPANY,06/08/2013,227.2,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,NEXT STEP CARE MANAGEMENT LTD,01/08/2013,227.2,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,LEAVING CARE COMPANY,01/08/2013,225,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,NEXT STEP CARE MANAGEMENT LTD,01/08/2013,227.2,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,NEXT STEP CARE MANAGEMENT LTD,01/08/2013,227.2,
Adult Care & Support,Access & Enablement,JCAB,Supplies & Services,CL - Basic Allowance,LEAVING CARE COMPANY,07/08/2013,283.45,
Adult Care & Support,Access & Enablement,JCAB,Transfer Payments,Leaving Care Grant,STUBLEYS WAREHOUSE,27/08/2013,194,
Adult Care & Support,Access & Enablement,JCAB,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,29/08/2013,139.2,
Adult Care & Support,Access & Enablement,JCAF,Supplies & Services,Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,14/08/2013,110.33,
Adult Care & Support,Adult Social Care Commissioning,HJAA,Supplies & Services,Other Grants (Expenses),SHROPSHIRE VOLUNTARY ASSOC FOR BLIND,01/08/2013,3696.11,
Adult Care & Support,Adult Social Care Commissioning,HJAA,Supplies & Services,Other Grants (Expenses),SENIOR CITIZENS FORUM,23/08/2013,30000,
Adult Care & Support,Adult Social Care Commissioning,HJAA,Supplies & Services,Other Grants (Expenses),SENIOR CITIZENS FORUM,27/08/2013,50000,
Adult Care & Support,Adult Social Care Commissioning,HJAA,Supplies & Services,Other Grants (Expenses),SENIOR CITIZENS FORUM,27/08/2013,-50000,
Adult Care & Support,Adult Social Care Commissioning,HJAA,Supplies & Services,Other Grants (Expenses),CHAIRS & SPARES,06/08/2013,5202,
Adult Care & Support,Adult Social Care Commissioning,HJAA,Supplies & Services,Other Grants (Expenses),Age UK Shropshire Telford & Wrekin,01/08/2013,61782,
Adult Care & Support,Adult Social Care Commissioning,HJAD,Supplies & Services,Consultants Fees,Support Solutions Ltd,29/08/2013,410,
Adult Care & Support,Adult Social Care Commissioning,HJAF,Supplies & Services,Other Grants (Expenses),TELFORD & WREKIN CVS,01/08/2013,26721.77,
Adult Care & Support,Adult Social Care Commissioning,HLEA,Supplies & Services,Other Grants (Expenses),REDACTED PERSONAL INFORMATION,12/08/2013,257.16,
Adult Care & Support,Adult Social Care Commissioning,HOBK,Supplies & Services,Respite Care,COVERAGE CARE SERVICES LTD,14/08/2013,4333.71,
Adult Care & Support,Adult Social Care Commissioning,HOBK,Third Party Payments,Nursing Expenditure,COVERAGE CARE SERVICES LTD,13/08/2013,13579.1,
Adult Care & Support,Adult Social Care Commissioning,HOBK,Third Party Payments,Nursing Expenditure,COVERAGE CARE SERVICES LTD,29/08/2013,13380.04,
Adult Care & Support,Adult Social Care Commissioning,HOBK,Third Party Payments,Nursing Expenditure,COVERAGE CARE SERVICES LTD,14/08/2013,89653.87,
Adult Care & Support,Adult Social Care Commissioning,HOBL,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD,14/08/2013,61475.21,
Adult Care & Support,Adult Social Care Commissioning,HOBP,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD,14/08/2013,13549.87,
Adult Care & Support,Adult Social Care Commissioning,HOBR,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD,13/08/2013,36186.09,
Adult Care & Support,Adult Social Care Commissioning,HOBR,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD,13/08/2013,4390.16,
Adult Care & Support,Adult Social Care Commissioning,HOBR,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD,13/08/2013,48413.1,
Adult Care & Support,Adult Social Care Commissioning,HOBZ,Third Party Payments,Health Funded Services,DIMENSIONS (UK) LTD,23/08/2013,30996.9,
Adult Care & Support,Adult Social Care Commissioning,HOBZ,Third Party Payments,Health Funded Services,DIMENSIONS (UK) LTD,23/08/2013,27117.25,
Adult Care & Support,Adult Social Care Commissioning,HOBZ,Third Party Payments,Health Funded Services,DIMENSIONS (UK) LTD,23/08/2013,44703.24,
Adult Care & Support,Adult Social Care Commissioning,HOBZ,Third Party Payments,Health Funded Services,DIMENSIONS (UK) LTD,23/08/2013,37252.7,
Adult Care & Support,Adult Social Care Commissioning,HOBZ,Third Party Payments,Health Funded Services,ACCORD HOUSING ASSOCIATION LIMITED,01/08/2013,102337.06,
Adult Care & Support,Assessment & Case Management,HLCA,Supplies & Services,Mobile Phones,ORANGE PCS LTD,13/08/2013,135,
Adult Care & Support,Assessment & Case Management,HLCG,Third Party Payments,Nursing Expenditure,STONHAM HOUSING ASSOCIATION LIMITED,01/08/2013,540.96,
Adult Care & Support,Assessment & Case Management,HLCG,Third Party Payments,Nursing Expenditure,STONHAM HOUSING ASSOCIATION LIMITED,01/08/2013,489.32,
Adult Care & Support,Assessment & Case Management,HLCG,Third Party Payments,Nursing Expenditure,STONHAM HOUSING ASSOCIATION LIMITED,01/08/2013,366.99,
Adult Care & Support,Assessment & Case Management,HLCG,Third Party Payments,Nursing Expenditure,SHROPSHIRE PEER COUNSELLING & ADVOCACY  SERV,01/08/2013,415.8,
Adult Care & Support,Assessment & Case Management,HLCH,Third Party Payments,Homecare Expenditure,The David Lewis Centre,08/08/2013,11762.8,
Adult Care & Support,Assessment & Case Management,HLCH,Third Party Payments,Homecare Expenditure,The David Lewis Centre,08/08/2013,9331,
Adult Care & Support,Assessment & Case Management,HLCK,Third Party Payments,Nursing Expenditure,ARAN HALL SCHOOL LTD,01/08/2013,14200,
Adult Care & Support,Assessment & Case Management,HLCK,Third Party Payments,Residential Expenditure,ARAN HALL SCHOOL LTD,01/08/2013,12678.57,
Adult Care & Support,Assessment & Case Management,HLCK,Third Party Payments,Residential Expenditure,ARAN HALL SCHOOL LTD,01/08/2013,14200,
Adult Care & Support,Assessment & Case Management,HLCK,Third Party Payments,Residential Expenditure,ARAN HALL SCHOOL LTD,01/08/2013,14200,
Adult Care & Support,Assessment & Case Management,HLCL,Supplies & Services,Respite Care,BOURNVILLE VILLAGE TRUST,16/08/2013,33026.38,
Adult Care & Support,Assessment & Case Management,HLCL,Third Party Payments,Residential Expenditure,BOURNVILLE VILLAGE TRUST,16/08/2013,158875.87,
Adult Care & Support,Assessment & Case Management,HLCL,Third Party Payments,Residential Expenditure,BOURNVILLE VILLAGE TRUST,19/08/2013,61163,
Adult Care & Support,Assessment & Case Management,HOAL,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,23/08/2013,447.6,
Adult Care & Support,Assessment & Case Management,HOAL,Employees,Agency Supply Costs,PRIORITY CARE (SHROPSHIRE) LTD,23/08/2013,135,
Adult Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Homecare Expenditure,PAMELA E ARCHIBALD,14/08/2013,110,
Adult Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Comp Software (Purch / Hire),OLM SYSTEMS LTD,21/08/2013,425,
Adult Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Conference Expenses,bild,12/08/2013,175,
Care & Support,Assessment & Case Management,HPAB,Supplies & Services,Computer Software (Maint),CM 2000 CARE MONITORING,22/08/2013,958.77,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Premises-Related Expenditure,Clean Mats & Toilet Requisites,CARESHOP,09/08/2013,231.74,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Protective Clothing,ERIC NEVILLE CATERING SUPPLIES LTD,09/08/2013,289.81,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Provisions,G N BADLEY & SONS,13/08/2013,196.26,
Adult Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Laundry & Towel Hire,PHS ALL CLEAR,13/08/2013,382.42,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Premises-Related Expenditure,Hire Of Rooms,1ST PRIORSLEE & ST GEORGES SCOUT GROUP,16/08/2013,120,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Premises-Related Expenditure,Hire Of Rooms,1ST PRIORSLEE & ST GEORGES SCOUT GROUP,13/08/2013,120,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,20/08/2013,102.7,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,20/08/2013,107.63,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,21/08/2013,168.8,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),21/08/2013,181.08,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,13/08/2013,139.44,
Adult Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,05/08/2013,101.71,
Adult Care & Support,Personalisation Support & Service Provision,HLDD,Transport-Related Expenditure,Licences,PRS FOR MUSIC,19/08/2013,187.96,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,12/08/2013,1563.12,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,12/08/2013,1984.24,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,15/08/2013,850.56,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,BERWICK CARE EQUIPMENT LTD,16/08/2013,173.65,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Repair,BERWICK CARE EQUIPMENT LTD,16/08/2013,650,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Provisions,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,12/08/2013,380.38,
Adult Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Provisions,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,12/08/2013,111.78,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,12/08/2013,500.14,
Adult Care & Support,Personalisation Support & Service Provision,HLEC,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,12/08/2013,410.7,
Adult Care & Support,Personalisation Support & Service Provision,HLEG,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,28/08/2013,197.49,
Adult Care & Support,Personalisation Support & Service Provision,HLEG,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,30/08/2013,345.61,
Adult Care & Support,Personalisation Support & Service Provision,HLEG,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,01/08/2013,148.12,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Employees,Staff Training,REDACTED PERSONAL INFORMATION,05/08/2013,635.4,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Mobile Phones,ORANGE PCS LTD,30/08/2013,135,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Mobile Phones,ORANGE PCS LTD,09/08/2013,135,
Adult Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Translation Services,PEARL LINGUISTICS LTD,14/08/2013,360,
Adult Care & Support,Personalisation Support & Service Provision,HMBB,Supplies & Services,Telephones,ADT FIRE & SECURITY PLC,15/08/2013,213.54,
Adult Care & Support,Personalisation Support & Service Provision,HMBB,Supplies & Services,Telephones,ADT FIRE & SECURITY PLC,15/08/2013,884.06,
Adult Care & Support,Personalisation Support & Service Provision,HMBC,Premises-Related Expenditure,Hire Of Rooms,MEADCROFT COMFORTS FUND,07/08/2013,130,
Adult Care & Support,Personalisation Support & Service Provision,HMBL,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,05/08/2013,165.6,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Supplies & Services,Health & Safety Expenses,ONLINE ERGONOMICS LTD,16/08/2013,196.63,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,16/08/2013,176.8,
Adult Care & Support,Personalisation Support & Service Provision,HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,16/08/2013,221,
Adult Care & Support,Personalisation Support & Service Provision,HPAA,Supplies & Services,Comp Software (Purch / Hire),OLM SYSTEMS LTD,21/08/2013,850,
Adult Care & Support,Personalisation Support & Service Provision,WHAF,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,05/08/2013,306,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Mobile Phones,ORANGE PCS LTD,28/08/2013,135,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Other Services,CONNECT CONTACT CENTRES,28/08/2013,1012.2,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Supportive Lodgings,SAAIL,06/08/2013,4088.61,
Children's Safeguarding,Child Protection & Assessment,JMAB,Supplies & Services,Supportive Lodgings,SAAIL,07/08/2013,227.2,
Children's Safeguarding,Child Protection & Assessment,JMAB,Third Party Payments,Childminders,SMILEY FACES DAY NURSERIES LTD,22/08/2013,492,
Children's Safeguarding,Child Protection & Assessment,JMAB,Transport-Related Expenditure,Taxi Costs,CORKYS CARS,15/08/2013,760,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Mobile Phones,ORANGE PCS LTD,28/08/2013,135,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,19/08/2013,125,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,23/08/2013,125,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,12/08/2013,125,
Children's Safeguarding,Child Protection & Assessment,JMAD,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,05/08/2013,125,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,16/08/2013,106,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,16/08/2013,176,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,01/08/2013,124,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,01/08/2013,162,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,01/08/2013,143,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,29/08/2013,162,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,14/08/2013,211.8,
Children's Safeguarding,Child Protection & Assessment,JMAD,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,14/08/2013,211.8,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,16/08/2013,101.2,
Children's Safeguarding,Child Protection & Assessment,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,01/08/2013,13568.5,
