Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,10/01/2013,11204.1,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,OLD VICARAGE,10/01/2013,245,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,OLD VICARAGE,10/01/2013,140,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,07/01/2013,3584.98,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,07/01/2013,1580,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,NEXT STEP CARE MANAGEMENT LTD,07/01/2013,2178.6,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,09/01/2013,843.2,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,09/01/2013,1328.66,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,28/01/2013,-140.94,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,LEAVING CARE COMPANY,08/01/2013,278.45,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,LEAVING CARE COMPANY,08/01/2013,225,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,THEO LANGSTON,28/01/2013,664.33,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Supportive Lodgings,REDACTED PERSONAL INFORMATION,23/01/2013,300,
Care & Support,Access & Enablement,JCAB,Supplies & Services,Legal,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,08/01/2013,-193.21,
Care & Support,Adult Social Care Commissioning,HOCM,Employees,Agency Supply Costs,MEDICONNECT RECRUITMENT LTD,25/01/2013,865.45,
Care & Support,Adult Social Care Commissioning,HOCM,Employees,Agency Supply Costs,MEDICONNECT RECRUITMENT LTD,25/01/2013,905.16,
Care & Support,Adult Social Care Commissioning,HOCM,Employees,Agency Supply Costs,MEDICONNECT RECRUITMENT LTD,14/01/2013,1043.35,
Care & Support,Adult Social Care Commissioning,HOCM,Employees,Agency Supply Costs,MEDICONNECT RECRUITMENT LTD,14/01/2013,1059.75,
Care & Support,Adult Social Care Commissioning,HOCM,Employees,Agency Supply Costs,MEDICONNECT RECRUITMENT LTD,29/01/2013,877.8,
Care & Support,Adult Social Care Commissioning,HOCM,Employees,Agency Supply Costs,MEDICONNECT RECRUITMENT LTD,14/01/2013,1665.34,
Care & Support,Adult Social Care Commissioning,HHAB,Employees,Staff Training,Mos Eisley Limited,14/01/2013,1908,
Care & Support,Adult Social Care Commissioning,HHAB,Premises-Related Expenditure,Electricity,NPOWER,16/01/2013,1412.23,
Care & Support,Adult Social Care Commissioning,HJAA,Supplies & Services,Other Grants (Expenses),CHAIRS & SPARES,16/01/2013,5202,
Care & Support,Adult Social Care Commissioning,HJAD,Supplies & Services,Consultants Fees,Impact Change Solutions,04/01/2013,5940,
Care & Support,Adult Social Care Commissioning,HJAD,Supplies & Services,Other Grants (Expenses),D H Homecare Limited,22/01/2013,494.85,
Care & Support,Adult Social Care Commissioning,HOBK,Supplies & Services,Respite Care,COVERAGE CARE SERVICES LTD,07/01/2013,4127.34,
Care & Support,Adult Social Care Commissioning,HOBK,Third Party Payments,Nursing Expenditure,COVERAGE CARE SERVICES LTD,07/01/2013,85670.24,
Care & Support,Adult Social Care Commissioning,HOBK,Third Party Payments,Nursing Expenditure,COVERAGE CARE SERVICES LTD,23/01/2013,13380.04,
Care & Support,Adult Social Care Commissioning,HOBL,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD,22/01/2013,61475.21,
Care & Support,Adult Social Care Commissioning,HOBL,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD,22/01/2013,13549.87,
Care & Support,Adult Social Care Commissioning,HOBL,Income,Rents - General,COVERAGE CARE SERVICES LTD,09/01/2013,22205.34,
Care & Support,Adult Social Care Commissioning,HOBR,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD,16/01/2013,4390.16,
Care & Support,Adult Social Care Commissioning,HOBR,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD,16/01/2013,41436.51,
Care & Support,Assessment & Case Management,HLAL,Premises-Related Expenditure,General Rents,BOURNVILLE VILLAGE TRUST,09/01/2013,11377.81,
Care & Support,Assessment & Case Management,HLAL,Premises-Related Expenditure,General Rents,BOURNVILLE VILLAGE TRUST,09/01/2013,11223.17,
Care & Support,Assessment & Case Management,HLCK,Supplies & Services,Respite Care,LEONARD CHESHIRE DISABILITY,11/01/2013,23216.27,
Care & Support,Assessment & Case Management,HLCL,Supplies & Services,Respite Care,BOURNVILLE VILLAGE TRUST,08/01/2013,33026.38,
Care & Support,Assessment & Case Management,HLCL,Third Party Payments,Residential Expenditure,BOURNVILLE VILLAGE TRUST,08/01/2013,158875.87,
Care & Support,Assessment & Case Management,HOBN,Third Party Payments,Health Funded Services,DIMENSIONS (UK) LTD,31/01/2013,3236.4,
Care & Support,Assessment & Case Management,HOCC,Transport-Related Expenditure,Transport,NSL Limited t/a Patient First Group,31/01/2013,102.63,
Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Printing - Other,LEXON,17/01/2013,213.75,
Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Legal Expenses,NO 5 CHAMBERS LIMITED,21/01/2013,2450,
Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Registration / Licence Fees,CARE QUALITY COMMISSION,03/01/2013,5200,
Care & Support,Assessment & Case Management,HOCR,Supplies & Services,Comp Software (Purch / Hire),OLM SYSTEMS LTD,30/01/2013,4250,
Care & Support,Assessment & Case Management,HPAB,Supplies & Services,Comp Software (Purch / Hire),CARE MONITORING 2000 LTD,08/01/2013,1338.25,
Care & Support,Assessment & Case Management,HPAB,Supplies & Services,Telecomms,BRITISH TELECOMMUNICATIONS PLC,08/01/2013,409.15,
Care & Support,Assessment & Case Management,HPAB,Income,Postages,ROYAL MAIL GROUP LTD,14/01/2013,679.17,
Care & Support,Mental Health & Substance Misuse,HMBB,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/01/2013,-231.49,
Care & Support,Mental Health & Substance Misuse,HMBB,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/01/2013,420.44,
Care & Support,Mental Health & Substance Misuse,HMBJ,Third Party Payments,Residential Expenditure,D B ROBERTS,15/01/2013,199.99,
Care & Support,Mental Health & Substance Misuse,HMBJ,Third Party Payments,Residential Expenditure,D B ROBERTS,07/01/2013,199.99,
Care & Support,Mental Health & Substance Misuse,HMBK,Third Party Payments,Private Contractors,HILBRAE PETS HOTEL,08/01/2013,203.5,
Care & Support,Mental Health & Substance Misuse,HMBK,Third Party Payments,Private Contractors,REDACTED PERSONAL INFORMATION,28/01/2013,135,
Care & Support,Mental Health & Substance Misuse,HMBK,Third Party Payments,Private Contractors,REDACTED PERSONAL INFORMATION,28/01/2013,105,
Care & Support,Mental Health & Substance Misuse,HMBK,Third Party Payments,Private Contractors,REDACTED PERSONAL INFORMATION,28/01/2013,105,
Care & Support,Personalisation Support & Service Provision,HLAN,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,11/01/2013,244.61,
Care & Support,Personalisation Support & Service Provision,HLED,Premises-Related Expenditure,General Rents,BOURNVILLE VILLAGE TRUST,08/01/2013,1785,
Care & Support,Personalisation Support & Service Provision,HLED,Premises-Related Expenditure,General Rents,BOURNVILLE VILLAGE TRUST,21/01/2013,2735.04,
Care & Support,Personalisation Support & Service Provision,HMAA,Premises-Related Expenditure,General Rents,CHEC COMMUNITY HEALTH & ENTERPRISE CTR,29/01/2013,169.65,
Care & Support,Personalisation Support & Service Provision,HMAA,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,08/01/2013,179,
Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Publications,DRUGSCOPE,29/01/2013,150,
Care & Support,Personalisation Support & Service Provision,HMAA,Supplies & Services,Other Expenses,RENTOKIL INITIAL UK LIMITED,29/01/2013,166.51,
Care & Support,Personalisation Support & Service Provision,HMAA,Third Party Payments,Interpreters Fees,PEARL LINGUISTICS LTD,07/01/2013,107.1,
Care & Support,Personalisation Support & Service Provision,HMAC,Premises-Related Expenditure,Hire Of Rooms,THE SALVATION ARMY,08/01/2013,140,
Care & Support,Personalisation Support & Service Provision,HMBL,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/01/2013,846.71,
Care & Support,Personalisation Support & Service Provision,HMBL,Premises-Related Expenditure,Gas,West Mercia Energy (WME),21/01/2013,202.22,
Care & Support,Personalisation Support & Service Provision,HPAA,Supplies & Services,Comp Software (Purch / Hire),TROJAN CONSULTANTS LIMITED,08/01/2013,7000,
Care & Support,Personalisation Support & Service Provision,HPAA,Supplies & Services,Comp Software (Purch / Hire),TROJAN CONSULTANTS LIMITED,07/01/2013,3930,
Care & Support,Personalisation Support & Service Provision,HLAM,Supplies & Services,Mobile Phones,ORANGE PCS LTD,17/01/2013,135,
Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),16/01/2013,165.76,
Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Laundry & Towel Hire,PHS ALL CLEAR,16/01/2013,573.41,
Care & Support,Personalisation Support & Service Provision,HLBB,Supplies & Services,Laundry & Towel Hire,PHS ALL CLEAR,29/01/2013,165,
Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,21/01/2013,214.8,
Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,21/01/2013,268.93,
Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,29/01/2013,104.67,
Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Provisions,BIKOLD,09/01/2013,247.54,
Care & Support,Personalisation Support & Service Provision,HLBC,Supplies & Services,Photocopying,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),09/01/2013,158.68,
Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Equipment - Hire,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),24/01/2013,169.4,
Care & Support,Personalisation Support & Service Provision,HLDB,Supplies & Services,Items For Resale,Classic Pot Emporium,25/01/2013,131,
Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,PRIORITY CARE (SHROPSHIRE) LTD,08/01/2013,873.2,
Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,08/01/2013,336.33,
Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,PRIORITY CARE (SHROPSHIRE) LTD,08/01/2013,408,
Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,PRIORITY CARE (SHROPSHIRE) LTD,23/01/2013,786.91,
Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,23/01/2013,348.67,
Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,AMG NURSING & CARE SERVICES,23/01/2013,460.01,
Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,PRIORITY CARE (SHROPSHIRE) LTD,23/01/2013,535.5,
Care & Support,Personalisation Support & Service Provision,HLEB,Employees,Agency Supply Costs,PRIORITY CARE (SHROPSHIRE) LTD,23/01/2013,664.15,
Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,08/01/2013,118.98,
Care & Support,Personalisation Support & Service Provision,HLEB,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,08/01/2013,246.61,
Care & Support,Personalisation Support & Service Provision,HLEC,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,23/01/2013,500.14,
Care & Support,Personalisation Support & Service Provision,HLEE,Premises-Related Expenditure,Gas,NPOWER LIMITED,21/01/2013,147.93,
Care & Support,Personalisation Support & Service Provision,HLEE,Premises-Related Expenditure,General Rents,THE WREKIN HOUSING TRUST,08/01/2013,7392.2,
Care & Support,Personalisation Support & Service Provision,HLEE,Premises-Related Expenditure,General Rents,BOURNVILLE VILLAGE TRUST,08/01/2013,1725,
Children's Safeguarding,Case Management & Children in Care,JMAB,Employees,Childcare Provision,SMILEY FACES DAY NURSERIES LTD,30/01/2013,357,
Children's Safeguarding,Case Management & Children in Care,JMAB,Transport-Related Expenditure,Taxi Costs,CORKYS CARS,10/01/2013,685.4,
Children's Safeguarding,Case Management & Children in Care,JMAB,Transport-Related Expenditure,Taxi Costs,CORKYS CARS,18/01/2013,680,
Children's Safeguarding,Case Management & Children in Care,JMAB,Supplies & Services,Doctors Fees,TRIMEGA LABORATORIES LTD,08/01/2013,928,
Children's Safeguarding,Case Management & Children in Care,JMAB,Supplies & Services,Doctors Fees,TRIMEGA LABORATORIES LTD,14/01/2013,262.5,
Children's Safeguarding,Case Management & Children in Care,JMAB,Third Party Payments,Childminders,B) COALBROOKDALE & I'BRIDGE NURS02873465,04/01/2013,168,
Children's Safeguarding,Case Management & Children in Care,JMAB,Third Party Payments,Childminders,EARLYWORLD LIMITED,24/01/2013,141,
Children's Safeguarding,Case Management & Children in Care,JMAB,Third Party Payments,External Foster Care Payments,EARLYWORLD LIMITED,04/01/2013,185,
Children's Safeguarding,Case Management & Children in Care,JMAB,Third Party Payments,Interpreters Fees,PEARL LINGUISTICS LTD,14/01/2013,264.8,
Children's Safeguarding,Case Management & Children in Care,JMAD,Third Party Payments,Childminders,TOTS AND TODDLERS DAYCARE,25/01/2013,220,
Children's Safeguarding,Case Management & Children in Care,JMAD,Third Party Payments,Social Care External Contact,North Tyneside Council,21/01/2013,130.5,
Children's Safeguarding,Case Management & Children in Care,JMAD,Third Party Payments,Social Care External Contact,CONNECT CONTACT CENTRES,16/01/2013,1681.67,
Children's Safeguarding,Case Management & Children in Care,JMAE,Supplies & Services,Other Services,LIVING SPRINGS FAMILY CENTRE,04/01/2013,10534.6,
Children's Safeguarding,Case Management & Children in Care,JMAE,Supplies & Services,Other Services,ELMHURST PSYCHOLOGY LTD,15/01/2013,1205,
Children's Safeguarding,Case Management & Children in Care,JMAE,Supplies & Services,Other Services,NEWSTART NETWORKS CIC,14/01/2013,1000,
Children's Safeguarding,Case Management & Children in Care,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/01/2013,840.59,
Children's Safeguarding,Case Management & Children in Care,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/01/2013,-1051.33,
Children's Safeguarding,Case Management & Children in Care,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,09/01/2013,-1065.37,
Children's Safeguarding,Case Management & Children in Care,JMAE,Supplies & Services,Other Services,WILCOX PSYCHOLOGICAL ASSOCIATES LTD,07/01/2013,852.29,
Children's Safeguarding,Case Management & Children in Care,JMAG,Supplies & Services,CL - External Accommodation,WHITEHOUSE HOTELS LTD,04/01/2013,196.68,
Children's Safeguarding,Case Management & Children in Care,JMAH,Third Party Payments,Private Contractors,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,29/01/2013,496.29,
Children's Safeguarding,Case Management & Children in Care,JMAH,Third Party Payments,Private Contractors,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,30/01/2013,449.8,
Children's Safeguarding,Case Management & Children in Care,JMAJ,Supplies & Services,Section 17 Childrens Act,REDACTED PERSONAL INFORMATION,14/01/2013,125,
