Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SARABEC LIMITED,06/03/2018, 371.95 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SARABEC LIMITED,09/03/2018, 167.95 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SARABEC LIMITED,09/03/2018, 231.95 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SARABEC LIMITED,09/03/2018, 148.78 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Repair,TOTAL HYGIENE LIMITED,22/03/2018, 185.00 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Repair,WESSEX LIFT CO. LTD,22/03/2018, 501.04 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Repair,WESSEX LIFT CO. LTD,22/03/2018," 4,700.50 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST (INVOICES ONLY),16/03/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST (INVOICES ONLY),16/03/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST (INVOICES ONLY),16/03/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST (INVOICES ONLY),16/03/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST (INVOICES ONLY),16/03/2018, 283.64 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Possum Ltd,08/03/2018, 795.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Neater Solutions Ltd,26/03/2018," 1,370.00 "
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Purchase,A.S. Kitching (Oakengates) Ltd,28/03/2018, 140.00 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Purchase,A.S. Kitching (Oakengates) Ltd,12/03/2018, 140.00 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Purchase,Aqueduct Pharmacy,12/03/2018, 140.00 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Purchase,Lawley Pharmacy,28/03/2018, 120.00 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Purchase,Lawley Pharmacy,12/03/2018, 140.00 
Adult Social Care,Community Early Help,Supplies & Services,Other Expenses,Frontier Medical Group,09/03/2018, 197.50 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Rise & Recline Ltd,23/03/2018," 1,269.00 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Rise & Recline Ltd,23/03/2018," 1,269.00 "
Adult Social Care,Community Early Help,Premises-Related Expenditure,Hire Of Rooms,Arleston Community Centre,08/03/2018, 152.00 
Adult Social Care,Community Early Help,Premises-Related Expenditure,Hire Of Rooms,Arleston Community Centre,08/03/2018, 114.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,26/03/2018, 917.35 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,26/03/2018, 495.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,26/03/2018, 405.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 504.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 925.48 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,07/03/2018, 937.80 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,09/03/2018, 878.66 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,09/03/2018, 405.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,09/03/2018, 540.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 527.54 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 562.28 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 930.16 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,05/03/2018, 964.66 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,05/03/2018, 675.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,05/03/2018, 540.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 691.29 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 675.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 911.93 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 862.15 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 960.71 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 639.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,28/03/2018, 626.40 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 675.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 914.14 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 914.14 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 825.69 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,02/03/2018, 950.86 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 681.93 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 540.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,27/03/2018, 889.01 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,27/03/2018, 934.60 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,28/03/2018, 952.34 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,28/03/2018, 639.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 630.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 956.28 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 540.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 675.00 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 971.06 
Adult Social Care,Community Early Help,Employees,Agency Supply Costs,Seven Resourcing Ltd,20/03/2018, 788.48 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,ACCORD HOUSING ASSOCIATION LTD ,28/03/2018," 26,026.92 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,ACCORD HOUSING ASSOCIATION LTD ,28/03/2018," 96,720.57 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,ACCORD HOUSING ASSOCIATION LTD ,12/03/2018," 26,026.92 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Nursing Expenditure,COVERAGE CARE SERVICES LTD (SY3),28/03/2018," 61,380.00 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Respite Care,COVERAGE CARE SERVICES LTD (SY3),28/03/2018," 2,790.00 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Respite Care,COVERAGE CARE SERVICES LTD (SY3),21/03/2018," 2,520.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Nursing Expenditure,COVERAGE CARE SERVICES LTD (SY3),21/03/2018," 55,440.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD (SY3),28/03/2018," 7,426.72 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Daycare Expenditure,COVERAGE CARE SERVICES LTD (SY3),12/03/2018," 5,395.60 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD (SY3),28/03/2018," 45,034.14 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD (SY3),12/03/2018," 40,676.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD (SY3),12/03/2018," 6,708.01 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Daycare Expenditure,COVERAGE CARE SERVICES LTD (SY3),28/03/2018," 5,973.70 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD (SY3),28/03/2018," 57,694.70 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD (SY3),21/03/2018," 57,694.70 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Services,SHROPSHIRE COUNCIL ,28/03/2018, 656.00 
Adult Social Care,Community Safeguarding & Social Work,Employees,Course Fees,SHROPSHIRE COUNCIL ,23/03/2018, 245.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),NHS Telford and Wrekin CCG ,21/03/2018," 72,417.00 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),NHS Telford and Wrekin CCG ,21/03/2018," 72,414.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Other Care Purchasing,NHS Telford and Wrekin CCG ,21/03/2018," 54,906.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Other Care Purchasing,NHS Telford and Wrekin CCG ,21/03/2018," 54,906.00 "
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Reacted Personal Information ,28/03/2018," 1,795.00 "
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Reacted Personal Information ,28/03/2018, 210.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Reacted Personal Information ,28/03/2018, 120.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Reacted Personal Information ,28/03/2018, 150.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Reacted Personal Information ,28/03/2018, 110.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,CHOICES HOUSING ASSOCIATION,28/03/2018," 34,163.61 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,CREATIVE SUPPORT LTD,28/03/2018," 38,860.06 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,CREATIVE SUPPORT LTD,12/03/2018," 38,860.06 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,CREATIVE SUPPORT LTD,12/03/2018," 38,860.06 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,29/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,29/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,29/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,06/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,06/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,06/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,06/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,06/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,29/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,29/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,29/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,29/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,29/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,06/03/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,12/03/2018, 111.72 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,12/03/2018, 173.86 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,12/03/2018, 210.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,07/03/2018, 254.66 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,07/03/2018, 451.36 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,28/03/2018, 199.92 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,28/03/2018, 127.68 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,28/03/2018, 122.08 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,28/03/2018, 359.52 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,28/03/2018, 296.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,12/03/2018, 320.10 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,28/03/2018, 494.70 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,28/03/2018, 228.20 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,28/03/2018, 713.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,DIMENSIONS (UK) LTD,28/03/2018," 33,508.34 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,DIMENSIONS (UK) LTD,28/03/2018," 31,801.08 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,NO 5 CHAMBERS LIMITED,28/03/2018," 1,250.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,SUPREME HOME CARE,28/03/2018," 7,698.88 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,SUPREME HOME CARE,28/03/2018," 7,698.88 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),TAKING PART,28/03/2018, 840.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 212.50 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 289.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 787.50 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 275.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 200.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 212.50 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 112.50 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 425.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 112.50 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,07/03/2018, 187.50 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,07/03/2018, 212.50 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 187.50 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 125.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 800.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 237.50 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 500.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,WEIGHMANS,12/03/2018, 225.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Transport Contractors,SALOP MEDICAL SERVICES (UK) LTD,21/03/2018, 120.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Transport Contractors,SALOP MEDICAL SERVICES (UK) LTD,21/03/2018, 120.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Transport Contractors,SALOP MEDICAL SERVICES (UK) LTD,21/03/2018, 150.00 
Adult Social Care,Community Safeguarding & Social Work,Premises-Related Expenditure,Bed & Breakfast Charges,Reacted Personal Information ,26/03/2018, 640.00 
Adult Social Care,Community Safeguarding & Social Work,Premises-Related Expenditure,Bed & Breakfast Charges,Reacted Personal Information ,28/03/2018, 600.00 
Adult Social Care,Community Safeguarding & Social Work,Premises-Related Expenditure,Bed & Breakfast Charges,Reacted Personal Information ,28/03/2018, 600.00 
Adult Social Care,Community Safeguarding & Social Work,Premises-Related Expenditure,Bed & Breakfast Charges,Reacted Personal Information ,21/03/2018, 520.00 
Adult Social Care,Community Safeguarding & Social Work,Premises-Related Expenditure,Bed & Breakfast Charges,Reacted Personal Information ,06/03/2018, 640.00 
Adult Social Care,Early Help & Support Directorate,Premises-Related Expenditure,Hire Of Rooms,KETLEY PARISH COUNCIL,21/03/2018, 136.00 
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,Permanent Futures Ltd,28/03/2018," 8,450.00 "
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Computer Hardware,MIDLAND COMPUTERS LTD,09/03/2018," 1,131.67 "
Adult Social Care,Service Improvement & Efficiency,Supplies & Services,Stationery,EUROPEAN ELECTRONIQUE LTD,07/03/2018, 315.00 
"Business, Development & Employment","AD - Development, Business & Housing",Capital Expenditure,External Professional Fees,Acivico,16/03/2018," 3,277.31 "
"Business, Development & Employment","AD - Development, Business & Housing",Capital Expenditure,External Professional Fees,Acivico,16/03/2018," 2,521.01 "
"Business, Development & Employment","AD - Development, Business & Housing",Capital Expenditure,Land Purchase,DWF LLP,23/03/2018," 505,000.00 "
"Business, Development & Employment","AD - Development, Business & Housing",Capital Expenditure,Other Capital Expenditure,NUPLACE LTD,09/03/2018," 338,350.00 "
"Business, Development & Employment","AD - Development, Business & Housing",Capital Expenditure,Other Capital Expenditure,NUPLACE LTD,09/03/2018," 959,248.27 "
"Business, Development & Employment","AD - Development, Business & Housing",Supplies & Services,Registration / Licence Fees,EQUIFAX PLC,23/03/2018, 302.47 
"Business, Development & Employment","AD - Development, Business & Housing",Supplies & Services,Consultants Fees,PRICEWATERHOUSECOOPERS,16/03/2018," 10,000.00 "
"Business, Development & Employment","AD - Development, Business & Housing",Supplies & Services,Research Surveys,Acivico,16/03/2018," 4,201.68 "
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Hospitality,UNIVERSITY OF WOLVERHAMPTON ,28/03/2018, 105.00 
"Business, Development & Employment",Development Management & Planning Policy,Employees,Staff Training,HQN LTD,08/03/2018, 150.00 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/03/2018, 249.48 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,22/03/2018, 138.60 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,29/03/2018, 221.76 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,06/03/2018, 166.32 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Legal Expenses,WHITEHOUSE HOTELS LTD,19/03/2018," 1,202.42 "
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Application Software Maint,RASTEREX SOFTWARE A.S.,27/03/2018," 6,815.00 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Staff Training,No 5 Chambers ,15/03/2018," 1,387.50 "
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Subscriptions,LABC,27/03/2018," 2,170.69 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,Ultimate Finance Ltd,08/03/2018, 690.00 
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,22/03/2018," 1,394.34 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,22/03/2018," 1,246.50 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,22/03/2018," 2,537.49 "
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Kensa Creative Ltd,05/03/2018, 228.16 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Kensa Creative Ltd,05/03/2018, 376.00 
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Land Purchase,Browne Jacobson LLP,26/03/2018," 372,000.00 "
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Lovell Partnerships Limited,20/03/2018," 2,759.81 "
