Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,19/09/2018,449.56
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,Gowling WLG,28/09/2018,2000
Adult Social Care,Community Safeguarding & Social Work,Premises-Related Expenditure,General Rents,BOURNVILLE VILLAGE TRUST,14/09/2018,71908.65
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Travelling Expenses General,REDACTED PERSONAL INFORMATION,13/09/2018,106.65
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Medical Consultants Fees,ABSOLUTE INTERPRETING & TRANSLATIONS LTD,24/09/2018,226.38
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Medical Consultants Fees,Asist Advocacy Services,04/09/2018,248.72
Adult Social Care,Early Help & Support Directorate,Premises-Related Expenditure,Hire Of Rooms,KETLEY PARISH COUNCIL,20/09/2018,624
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Other Services,WORCESTERSHIRE COUNTY COUNCIL,25/09/2018,10000
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Computer Software (Maint),CARE MONITORING 2000 LTD,27/09/2018,4895.1
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,20/09/2018,39220
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,20/09/2018,10850
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,20/09/2018,39220
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,20/09/2018,6000
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,20/09/2018,44260.6
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,20/09/2018,
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,20/09/2018,64385.4
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,ICT Revolutions Ltd,11/09/2018,13475
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,ICT Revolutions Ltd,11/09/2018,13475
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,ICT Revolutions Ltd,13/09/2018,13475
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,ICT Revolutions Ltd,13/09/2018,13475
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,ICT Revolutions Ltd,13/09/2018,
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,ICT Revolutions Ltd,13/09/2018,
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,06/09/2018,40320
Adult Social Care,Service Improvement & Efficiency,Supplies & Services,Comp Software (Purch / Hire),TROJAN CONSULTANTS LIMITED,11/09/2018,7790
Adult Social Care,Service Improvement & Efficiency,Supplies & Services,Telecomms,BT GLOBAL SERVICES ,18/09/2018,614.27
Adult Social Care,Service Improvement & Efficiency,Supplies & Services,Other Grants (Expenses),PS PROMOTIONS LTD,28/09/2018,200
"Business, Development & Employment","AD - Development, Business & Housing",Capital Expenditure,Other Capital Expenditure,NUPLACE LTD,17/09/2018,367756.07
"Business, Development & Employment",Development Management & Planning Policy,Employees,Professional Subs,The Association of Building Engineers,07/09/2018,180
"Business, Development & Employment",Development Management & Planning Policy,Employees,Professional Subs,The Association of Building Engineers,12/09/2018,255
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Administrative/Office Supplies,Nick Smith Associates Limited,24/09/2018,1868
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Equipment - Purchase,SHELLEY SIGNS LTD,04/09/2018,275
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Equipment - Purchase,SHELLEY SIGNS LTD,04/09/2018,275
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Equipment - Purchase,SHELLEY SIGNS LTD,04/09/2018,420
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Comp Hardware (Purch / Hire),JCT CONSULTANCY LIMITED,24/09/2018,395
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,20/09/2018,1441.11
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,05/09/2018,1075.14
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,05/09/2018,2023.75
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,27/09/2018,1422.24
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,13/09/2018,1090.86
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,13/09/2018,1453.15
"Business, Development & Employment",Development Management & Planning Policy,Employees,Professional Subs,INST OF ENVIRONMENTAL MGT & ASSESSMENT,24/09/2018,160
"Business, Development & Employment",Development Management & Planning Policy,Employees,Professional Subs,Institute of Ecology and Environmental Management,05/09/2018,175
"Business, Development & Employment",Development Management & Planning Policy,Employees,Professional Subs,Institute of Ecology and Environmental Management,05/09/2018,130
"Business, Development & Employment",Development Management & Planning Policy,Employees,Training Expenses,SHREWSBURY COLLEGES GROUP,27/09/2018,350
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,20/09/2018,360.36
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Kensa Creative Ltd,24/09/2018,108
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Kensa Creative Ltd,24/09/2018,897.5
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,11/09/2018,264.3
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Kensa Creative Ltd,10/09/2018,161.78
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Kensa Creative Ltd,10/09/2018,690
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,10/09/2018,388.08
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,10/09/2018,332.64
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Kensa Creative Ltd,05/09/2018,450
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Be Bold Media Limited,05/09/2018,1000
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Be Bold Media Limited,05/09/2018,1000
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Be Bold Media Limited,05/09/2018,1000
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Be Bold Media Limited,05/09/2018,1000
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Marketing & Publicity,Be Bold Media Limited,05/09/2018,1000
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Comp Software (Purch / Hire),CONCERTO SUPPORT SERVICES LTD,27/09/2018,5000
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Legal Fees,Geldards LLP,06/09/2018,847
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,MALCOLM SIER,24/09/2018,9150
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,RPS DESIGN LTD,24/09/2018,1056.25
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,POWER ON CONNECTIONS LTD,07/09/2018,20002.75
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,03/09/2018,12428.66
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,A N Associates,03/09/2018,2575
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Image Technique Limited,19/09/2018,1297
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,REDACTED PERSONAL INFORMATION,13/09/2018,1500
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Parkway Medical Services Ltd,13/09/2018,166.5
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Lovell Partnerships Limited,13/09/2018,2792.97
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Shine Pix Limited,13/09/2018,255
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,SIGNS EXPRESS (TELFORD),06/09/2018,183.18
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,POWER ON CONNECTIONS LTD,27/09/2018,71605.08
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,13/09/2018,69631.01
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,RMF LANDSCAPING LTD,28/09/2018,9397
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,A N Associates,28/09/2018,5450
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Travelodge Hotels Ltd,13/09/2018,185640
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Travelodge Hotels Ltd,13/09/2018,183600
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,Morris Property Ltd,13/09/2018,233945.48
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,TELFORD & WREKIN SERVICES LTD,24/09/2018,370
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Payments to Contractor,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,07/09/2018,2727
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,SHROPSHIRE WILDLIFE SURVEYS,07/09/2018,254
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Other Capital Expenditure,West Mercia Energy (WME),17/09/2018,113.82
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Site Investigation,GROUND INVESTIGATION & PILING LTD,03/09/2018,2692
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Other Capital Expenditure,West Mercia Energy (WME),26/09/2018,166.05
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Marketing / Advertising,BULLEYS BRADBURY,13/09/2018,787.5
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Other Capital Expenditure,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,13/09/2018,3759.43
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Marketing / Advertising,VPS (UK) LTD,06/09/2018,1160.84
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Site Investigation,GROUND INVESTIGATION & PILING LTD,06/09/2018,1087.5
"Business, Development & Employment",Estates & Investment,Capital Expenditure,External Professional Fees,MARLOW CONSULTING LTD,06/09/2018,395
"Business, Development & Employment",Estates & Investment,Capital Expenditure,Marketing / Advertising,BULLEYS BRADBURY,13/09/2018,8016
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,270.01
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,06/09/2018,669.37
"Business, Development & Employment",Estates & Investment,Supplies & Services,Bulk Refuse Contracts Hire,FCC Recycling (UK) Ltd ,06/09/2018,1197.3
"Business, Development & Employment",Estates & Investment,Supplies & Services,Telephones,MIDLAND TML,28/09/2018,629.46
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,28/09/2018,102.32
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,28/09/2018,220.79
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,435.22
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,218.57
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,665.19
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,198.41
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,West Mercia Energy (WME),26/09/2018,185.49
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,West Mercia Energy (WME),26/09/2018,1251.69
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,West Mercia Energy (WME),26/09/2018,
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,28/09/2018,191.36
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,G B Limited,28/09/2018,621.54
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,RMF LANDSCAPING LTD,20/09/2018,428
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,OPUS ENERGY LTD (electricity),20/09/2018,153.89
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,MIDLANDS POWER NETWORKS LTD,20/09/2018,369
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,Telford Park School,07/09/2018,2450.84
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,Telford Park School,07/09/2018,4061.8
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,119.19
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,133.48
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,116.44
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,28/09/2018,108.43
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ,28/09/2018,168.01
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,12/09/2018,2499
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,12/09/2018,1187
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Electricity,Telford Park School,07/09/2018,4248.73
"Business, Development & Employment",Estates & Investment,Supplies & Services,Security Services,SECURITY WISE LTD,20/09/2018,180
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Insurance Loss Over 250,WINDOW & DOOR CONTRACT SERVICES,21/09/2018,204.25
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,MAINSTAY PAYMENTS LTD ,24/09/2018,678.55
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,Telford Park School,07/09/2018,2585.07
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,Telford Park School,07/09/2018,484.66
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,Telford Park School,07/09/2018,3018.05
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Gas,Telford Park School,07/09/2018,723.08
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Insurance Loss Over 250,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/09/2018,2639
"Business, Development & Employment",Estates & Investment,Premises-Related Expenditure,Insurance Loss Over 250,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/09/2018,3959.8
