Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 355.74 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 595.32 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 101.64 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 682.44 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 122.64 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,30/11/2018, 719.32 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 203.28 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 159.72 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 108.90 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 217.80 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 174.24 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 203.28 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 152.46 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,30/11/2018, 730.33 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,30/11/2018, 181.50 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Lorac Healthcare Ltd,30/11/2018, 146.80 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Nutrix Curae Care Ltd,05/11/2018, 411.04 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Nutrix Curae Care Ltd,05/11/2018, 612.89 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Nutrix Curae Care Ltd,05/11/2018, 205.52 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Nutrix Curae Care Ltd,05/11/2018, 381.68 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Nutrix Curae Care Ltd,05/11/2018, 609.22 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,SUPREME HOME CARE,05/11/2018, 315.62 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,SUPREME HOME CARE,05/11/2018, 574.88 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,06/11/2018, 756.02 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,06/11/2018, 209.44 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,JK Caring For You,08/11/2018," 2,041.20 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,08/11/2018, 116.16 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,08/11/2018, 101.64 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,08/11/2018, 254.10 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,08/11/2018, 116.16 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,08/11/2018, 108.90 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,08/11/2018, 101.64 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 718.74 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 747.78 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 261.36 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 805.86 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018," 1,960.20 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 297.66 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 348.48 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 609.84 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,09/11/2018, 704.64 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,5 Care Services Ltd,09/11/2018, 386.65 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 399.30 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 297.66 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 711.48 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 290.40 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 392.04 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 479.16 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Brockton Care LTD,09/11/2018, 729.63 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,13/11/2018, 478.72 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,13/11/2018, 242.22 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,13/11/2018, 531.08 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,13/11/2018, 239.36 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,13/11/2018, 418.88 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,WE ARE THE CARE COMPANY LTD,13/11/2018, 575.96 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,15/11/2018, 183.50 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,15/11/2018, 491.78 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018, 322.96 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018," 1,218.44 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018, 198.18 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,15/11/2018, 484.44 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018, 126.90 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018, 373.65 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018, 789.60 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018," 1,974.00 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018, 176.16 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,15/11/2018, 465.31 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018, 126.90 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Helping Hands Domiciliary Care Services,15/11/2018, 655.65 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018, 540.00 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018," 3,876.80 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018," 1,884.28 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018," 1,108.80 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018," 3,869.60 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018," 1,080.00 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018," 3,182.40 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018," 2,052.00 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018," 2,072.80 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,16/11/2018," 1,081.60 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Serenity Always Healthcare,16/11/2018, 145.16 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Nutrix Curae Care Ltd,16/11/2018, 110.10 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Serenity Always Healthcare,16/11/2018, 229.20 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Serenity Always Healthcare,16/11/2018, 275.04 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,20/11/2018, 407.37 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,20/11/2018, 726.66 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Purchase,REDACTED PERSONAL INFORMATION,09/11/2018, 158.95 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Purchase,REDACTED PERSONAL INFORMATION,09/11/2018, 132.35 
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,09/11/2018," 4,395.60 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Medgen LTD,09/11/2018," 1,807.20 "
Adult Social Care,Community Early Help,Third Party Payments,Homecare Expenditure,Home Instead,14/11/2018, 273.50 
Adult Social Care,Community Early Help,Supplies & Services,Furniture - Purchase,BROADSTOCK OFFICE FURNITURE LIMITED,15/11/2018, 318.00 
Adult Social Care,Community Early Help,Employees,Employee Costs Recharged,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,23/11/2018," 16,087.00 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Rise & Recline Ltd,26/11/2018," 2,229.00 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Chanter Biomed Healthcare Ltd,26/11/2018, 715.49 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Rise & Recline Ltd,26/11/2018, 632.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,MANGAR INTERNATIONAL LTD,02/11/2018," 5,160.00 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SARABEC LIMITED,02/11/2018, 285.65 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SARABEC LIMITED,02/11/2018, 167.95 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SARABEC LIMITED,02/11/2018, 231.95 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SARABEC LIMITED,02/11/2018, 223.17 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Repair,Closomat Limited,05/11/2018, 185.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Chanter Biomed Healthcare Ltd,05/11/2018, 536.86 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Chanter Biomed Healthcare Ltd,05/11/2018," 1,909.09 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Protelhealth Limited,07/11/2018," 2,624.75 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,BERWICK CARE EQUIPMENT LTD,07/11/2018," 1,370.00 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Chanter Biomed Healthcare Ltd,12/11/2018," 1,487.69 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Chanter Biomed Healthcare Ltd,12/11/2018," 1,640.94 "
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Repair,WESSEX LIFT CO. LTD,12/11/2018," 1,407.00 "
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Repair,WESSEX LIFT CO. LTD,12/11/2018," 6,391.00 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Alert-it Care Alarms,12/11/2018," 1,249.99 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Alert-it Care Alarms,12/11/2018, 189.98 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Chanter Biomed Healthcare Ltd,12/11/2018, 187.47 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 254.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 254.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 254.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,THE WREKIN HOUSING TRUST ,12/11/2018, 125.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,NRS Healthcare T/A Nottingham Rehab Ltd,13/11/2018, 325.00 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Repair,Closomat Limited,14/11/2018, 185.00 
Adult Social Care,Community Early Help,Supplies & Services,Equipment - Repair,WESSEX LIFT CO. LTD,14/11/2018, 339.50 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Complete Care Network Ltd,14/11/2018, 740.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Complete Care Network Ltd,14/11/2018, 599.70 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Chanter Biomed Healthcare Ltd,15/11/2018, 589.72 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SW RETAIL LTD T/A IC,16/11/2018, 120.00 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,MANGAR INTERNATIONAL LTD,19/11/2018, 534.75 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,MANGAR INTERNATIONAL LTD,19/11/2018," 1,338.50 "
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,Chanter Biomed Healthcare Ltd,20/11/2018, 693.69 
Adult Social Care,Community Early Help,Supplies & Services,Aids & Appliances,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,26/11/2018," 6,301.66 "
Adult Social Care,Community Early Help,Supplies & Services,Carriage/Delivery Charge,PRISM MEDICAL WESTHOLME DIVISION,26/11/2018, 107.85 
Adult Social Care,Community Early Help,Supplies & Services,Furniture - Purchase,BROADSTOCK OFFICE FURNITURE LIMITED,07/11/2018, 848.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Telford Cars (Madison Park Limited),23/11/2018," 1,900.00 "
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,27/11/2018, 153.40 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Transport Contractors,Cartello Ambulance,27/11/2018, 196.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,02/11/2018, 320.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,02/11/2018, 128.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,02/11/2018, 618.40 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,02/11/2018, 360.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,02/11/2018, 240.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Transport Contractors,SALOP MEDICAL SERVICES (UK) LTD,02/11/2018, 120.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,07/11/2018, 445.20 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,07/11/2018, 160.27 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,07/11/2018, 183.60 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,07/11/2018, 130.24 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,07/11/2018, 198.20 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,07/11/2018, 191.25 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,07/11/2018, 229.20 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,07/11/2018, 140.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ,07/11/2018, 579.49 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,08/11/2018, 586.50 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,08/11/2018, 199.50 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,12/11/2018, 180.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,12/11/2018, 180.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Telford Cars (Madison Park Limited),13/11/2018," 1,700.00 "
Adult Social Care,Community Safeguarding & Social Work,Premises-Related Expenditure,Bed & Breakfast Charges,UNIVERSITY OF WOLVERHAMPTON ,27/11/2018, 153.60 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Rose Manor Extra Care (Sanctuary),23/11/2018, 645.92 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Rose Manor Extra Care (Sanctuary),23/11/2018, 205.52 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Rose Manor Extra Care (Sanctuary),23/11/2018, 543.16 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,27/11/2018, 394.80 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,27/11/2018, 400.03 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,27/11/2018, 408.92 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,CHOICES HOUSING ASSOCIATION,27/11/2018, 417.32 
