Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,ACCORD HOUSING ASSOCIATION LTD ,06/08/2018," 25,186.91 "
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Reacted Personal Information,06/08/2018," 1,637.57 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Respite Care,COVERAGE CARE SERVICES LTD ,20/08/2018," 2,873.70 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Nursing Expenditure,COVERAGE CARE SERVICES LTD ,20/08/2018," 54,600.30 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD ,20/08/2018," 57,694.70 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,COVERAGE CARE SERVICES LTD ,17/08/2018," 42,044.86 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD ,17/08/2018," 3,713.36 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Daycare Expenditure,COVERAGE CARE SERVICES LTD ,17/08/2018," 5,973.70 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD ,17/08/2018," 4,741.20 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,COVERAGE CARE SERVICES LTD ,17/08/2018," 4,590.00 "
Adult Social Care,Community Safeguarding & Social Work,Premises-Related Expenditure,R&M -Building Other,REDACTED PERSONAL INFORMATION ,17/08/2018," 1,200.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,NHS Telford and Wrekin CCG ,17/08/2018," 33,291.48 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,NHS Telford and Wrekin CCG ,01/08/2018," 66,582.96 "
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,REDACTED PERSONAL INFORMATION ,06/08/2018, 168.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,REDACTED PERSONAL INFORMATION ,06/08/2018," 1,285.20 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,CREATIVE SUPPORT LTD,06/08/2018," 37,680.66 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,24/08/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,24/08/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,24/08/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,24/08/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,24/08/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Nursing Expenditure,CREATIVE SUPPORT LTD,09/08/2018, 312.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Nursing Expenditure,CREATIVE SUPPORT LTD,09/08/2018, 312.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Nursing Expenditure,CREATIVE SUPPORT LTD,09/08/2018, 312.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Nursing Expenditure,CREATIVE SUPPORT LTD,09/08/2018, 312.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,24/08/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,24/08/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,24/08/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Other Grants (Expenses),CREATIVE SUPPORT LTD,24/08/2018, 449.56 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Nursing Expenditure,CREATIVE SUPPORT LTD,09/08/2018," 2,195.20 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Nursing Expenditure,CREATIVE SUPPORT LTD,09/08/2018," 3,112.60 "
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,17/08/2018," 1,023.12 "
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,17/08/2018, 612.36 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,17/08/2018, 160.27 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,17/08/2018, 130.24 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,17/08/2018, 275.04 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,17/08/2018, 155.70 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,06/08/2018, 210.66 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,17/08/2018, 285.60 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD T/A GO CARZ ,17/08/2018, 271.96 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,DIMENSIONS (UK) LTD,17/08/2018," 31,801.08 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,DIMENSIONS (UK) LTD,17/08/2018," 33,508.34 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,SUPREME HOME CARE,06/08/2018," 7,698.88 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Equipment - Purchase,THE WREKIN HOUSING TRUST,24/08/2018," 1,616.16 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,THE CARE BUREAU,20/08/2018," 1,676.29 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,THE CARE BUREAU,20/08/2018, 281.60 
Adult Social Care,Community Safeguarding & Social Work,Premises-Related Expenditure,Bed & Breakfast Charges,Firs Riverside B & B,09/08/2018, 158.00 
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Translation Services,Deaf Direct Ltd,09/08/2018, 200.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,24/08/2018, 171.50 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,24/08/2018, 245.00 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Transport Contractors,Cartello Ambulance,24/08/2018, 122.50 
Adult Social Care,Community Safeguarding & Social Work,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,06/08/2018, 196.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Residential Expenditure,Buckfield House (Inspiration Care Ltd),14/08/2018, 437.20 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018," 1,767.20 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018," 1,269.60 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018," 1,269.60 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018, 629.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018, 423.20 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,17/08/2018, 423.20 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,17/08/2018, 524.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,17/08/2018, 947.20 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 120.80 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,614.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 994.40 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,492.80 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,17/08/2018," 2,010.71 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,17/08/2018," 1,708.51 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 491.87 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,076.20 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 2,155.24 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 604.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 165.53 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 931.26 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 234.40 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 560.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,883.92 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 407.20 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 416.80 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,078.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,100.31 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,059.60 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 323.20 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 363.20 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 309.84 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 347.44 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,363.60 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,089.20 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,292.40 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018, 846.40 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,636.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,06/08/2018," 1,088.00 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018, 636.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018," 3,641.60 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018, 718.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018, 148.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018," 4,100.50 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018," 1,107.89 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018, 939.20 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018, 863.20 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018, 846.40 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018," 1,290.35 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018," 1,674.76 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Medgen LTD,24/08/2018," 1,197.20 "
Adult Social Care,Community Safeguarding & Social Work,Supplies & Services,Legal Expenses,REDACTED PERSONAL INFORMATION ,14/08/2018, 584.00 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,T L Care Limited,24/08/2018, 209.50 
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,T L Care Limited,24/08/2018," 1,006.50 "
Adult Social Care,Community Safeguarding & Social Work,Third Party Payments,Homecare Expenditure,Riscom Care Ltd,24/08/2018, 572.52 
Adult Social Care,Early Help & Support Directorate,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,20/08/2018, 174.30 
Adult Social Care,Early Help & Support Directorate,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,10/08/2018, 119.15 
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Other Services,ADASS (ASSOC OF DIRECTORS OF ADULT SOCIAL SVCS),01/08/2018," 1,661.00 "
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Computer Software (Maint),CARE MONITORING 2000 LTD,24/08/2018," 2,427.31 "
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Computer Software (Maint),CARE MONITORING 2000 LTD,24/08/2018," 2,558.42 "
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Computer Software (Maint),CARE MONITORING 2000 LTD,24/08/2018," 2,685.90 "
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Computer Software (Maint),CARE MONITORING 2000 LTD,24/08/2018," 1,998.50 "
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Computer Software (Maint),CARE MONITORING 2000 LTD,30/08/2018," 2,968.00 "
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Computer Software (Maint),CARE MONITORING 2000 LTD,13/08/2018," 3,575.65 "
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Computer Software (Maint),CARE MONITORING 2000 LTD,13/08/2018," 4,558.38 "
Adult Social Care,Early Help & Support Directorate,Employees,Agency Supply Costs,Sellick Partnership,20/08/2018," 1,692.01 "
Adult Social Care,Early Help & Support Directorate,Employees,Agency Supply Costs,Sellick Partnership,20/08/2018, 676.80 
Adult Social Care,Early Help & Support Directorate,Supplies & Services,Legal Expenses,Kings Chambers,01/08/2018, 500.00 
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Other Capital Expenditure,NORTHGATE PUBLIC SERVICES (UK) LTD,23/08/2018, 850.00 
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,Permanent Futures Ltd,28/08/2018," 10,400.00 "
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,16/08/2018," 1,617.06 "
Adult Social Care,Service Improvement & Efficiency,Capital Expenditure,Payments to Contractor,LIQUIDLOGIC LIMITED,03/08/2018," 23,050.00 "
Adult Social Care,Service Improvement & Efficiency,Supplies & Services,Telecomms,BT GLOBAL SERVICES ,20/08/2018, 614.27 
Adult Social Care,Service Improvement & Efficiency,Supplies & Services,Telecomms,BT GLOBAL SERVICES ,21/08/2018, 614.27 
Adult Social Care,Service Improvement & Efficiency,Supplies & Services,Furniture - Purchase,CHRISBEON OFFICE SUPPLIES,31/08/2018, 302.25 
Adult Social Care,Service Improvement & Efficiency,Supplies & Services,Equipment - Purchase,PHOENIX SOFTWARE LTD,23/08/2018, 180.00 
"Business, Development & Employment","AD - Development, Business & Housing",Capital Expenditure,Other Capital Expenditure,NUPLACE LTD,03/08/2018," 235,222.73 "
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Legal Expenses,REDACTED PERSONAL INFORMATION ,09/08/2018, 750.00 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Other Expenses,SDT ELECTRICAL LTD,01/08/2018, 384.00 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Comp Software (Purch / Hire),CONCERTO SUPPORT SERVICES LTD,07/08/2018," 4,125.00 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Staff Training,HQN LTD,09/08/2018, 179.00 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Consultancy,IRONBRIDGE GORGE MUSEUM TRUST LTD,30/08/2018," 9,326.03 "
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,20/08/2018," 3,423.50 "
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/08/2018, 300.00 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/08/2018, 300.00 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,15/08/2018, 300.00 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Comp Software (Purch / Hire),TRL LIMITED,21/08/2018, 355.00 
"Business, Development & Employment",Development Management & Planning Policy,Employees,Recruitment Advertising,REDACTIVE PUBLISHING LIMITED,06/08/2018," 2,500.00 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Professional Subs,The Association of Building Engineers,01/08/2018, 255.00 
"Business, Development & Employment",Development Management & Planning Policy,Employees,Professional Subs,The Association of Building Engineers,01/08/2018, 255.00 
"Business, Development & Employment",Development Management & Planning Policy,Employees,Professional Subs,The Association of Building Engineers,01/08/2018, 196.00 
"Business, Development & Employment",Development Management & Planning Policy,Supplies & Services,Consultants Fees,J P Ltd,21/08/2018," 3,856.00 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,23/08/2018," 1,307.01 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,23/08/2018," 1,037.10 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,23/08/2018, 826.14 
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,23/08/2018," 1,347.39 "
"Business, Development & Employment",Development Management & Planning Policy,Employees,Agency Supply Costs,The Oyster Partnership Ltd,15/08/2018," 1,297.89 "
